customer_id,industry,company_size,total_spend,gift_frequency,average_gift_value,customer_satisfaction,preferred_gift_type
674,Finance,Large,9347.35,37,143.14,4.14,"Custom Gifts, Experiences, Gift Cards"
675,Finance,Large,40277.49,43,43.5,4.32,"Physical Gifts, Custom Gifts"
676,Insurance,Large,24308.78,40,40.11,5.0,Custom Gifts
677,Manufacturing,Large,5954.78,40,52.03,4.29,"Custom Gifts, Gift Cards"
678,Manufacturing,Enterprise,26253.21,18,96.96,4.32,Custom Gifts
679,Insurance,Large,25028.51,35,63.29,5.0,Gift Cards
680,Education,Medium,50102.63,31,57.23,4.88,"Physical Gifts, Custom Gifts, Experiences"
681,Insurance,Medium,33416.13,39,58.56,4.86,"Experiences, Custom Gifts, Physical Gifts"
682,Insurance,Small,17722.94,15,65.23,4.28,"Experiences, Gift Cards"
683,Finance,Enterprise,108505.34,13,31.61,3.44,"Custom Gifts, Gift Cards"
684,Real Estate,Small,4191.42,24,36.57,4.25,"Experiences, Custom Gifts, Gift Cards"
685,Energy,Small,55575.16,45,55.88,4.18,"Gift Cards, Experiences"
686,Healthcare,Small,48211.44,7,34.59,2.96,"Physical Gifts, Gift Cards, Custom Gifts"
687,Education,Enterprise,103452.24,19,131.58,3.28,Physical Gifts
688,Healthcare,Enterprise,80827.2,50,58.47,5.0,"Physical Gifts, Gift Cards"
689,Insurance,Medium,93559.44,30,68.59,4.13,"Gift Cards, Experiences"
690,Tech,Large,14852.46,1,55.03,4.0,"Gift Cards, Experiences"
691,Retail,Small,10298.91,6,61.64,4.1,"Custom Gifts, Experiences, Gift Cards"
692,Real Estate,Large,27100.58,51,99.03,4.92,"Physical Gifts, Experiences, Gift Cards"
693,Healthcare,Small,27078.19,37,36.61,4.85,"Custom Gifts, Experiences, Gift Cards"
694,Retail,Medium,78229.64,47,64.51,4.63,Experiences
695,Education,Medium,54341.83,30,70.71,4.52,"Gift Cards, Custom Gifts"
696,Hospitality,Small,15053.06,44,61.5,5.0,"Physical Gifts, Custom Gifts, Experiences"
697,Retail,Small,7724.52,27,36.26,4.04,"Physical Gifts, Gift Cards"
698,Tech,Enterprise,11244.07,8,42.92,4.47,"Physical Gifts, Gift Cards, Experiences"
699,Education,Enterprise,24583.99,29,35.11,4.6,"Physical Gifts, Custom Gifts, Experiences"
700,Healthcare,Large,31631.71,15,46.96,5.0,"Custom Gifts, Physical Gifts"
701,Insurance,Enterprise,46799.97,7,30.04,3.47,"Custom Gifts, Gift Cards, Experiences"
702,Energy,Medium,11814.86,35,57.27,4.58,"Experiences, Gift Cards, Custom Gifts"
703,Energy,Enterprise,27782.47,32,18.88,4.65,Experiences
704,Retail,Large,43781.12,3,45.02,3.29,"Physical Gifts, Custom Gifts, Gift Cards"
705,Real Estate,Medium,5970.5,43,119.11,4.54,"Physical Gifts, Gift Cards"
706,Tech,Medium,90851.55,22,81.07,3.87,Gift Cards
707,Tech,Small,4573.32,39,41.29,4.56,"Experiences, Gift Cards"
708,Real Estate,Large,7285.41,24,49.73,3.98,"Experiences, Physical Gifts, Custom Gifts"
709,Finance,Small,137357.51,45,21.22,4.51,Gift Cards
710,Hospitality,Enterprise,7220.09,22,96.65,4.12,"Custom Gifts, Physical Gifts, Gift Cards"
711,Retail,Small,10650.4,32,19.32,4.67,"Experiences, Gift Cards, Custom Gifts"
712,Insurance,Large,12258.67,38,37.9,3.85,"Experiences, Physical Gifts, Custom Gifts"
713,Manufacturing,Small,52825.72,7,35.14,4.13,"Gift Cards, Experiences"
714,Hospitality,Medium,5573.45,13,77.05,3.07,"Physical Gifts, Custom Gifts"
715,Healthcare,Enterprise,41438.77,16,31.53,4.24,"Experiences, Physical Gifts, Custom Gifts"
716,Healthcare,Medium,67861.9,47,78.47,5.0,"Custom Gifts, Experiences, Gift Cards"
717,Manufacturing,Enterprise,71113.95,32,82.81,4.27,Custom Gifts
718,Finance,Small,4062.65,22,46.18,3.72,Gift Cards
719,Real Estate,Enterprise,283484.51,28,106.41,4.09,Custom Gifts
720,Manufacturing,Enterprise,615.55,51,37.55,4.16,Experiences
721,Energy,Large,61421.19,16,57.15,3.76,"Physical Gifts, Gift Cards"
722,Real Estate,Enterprise,28090.96,12,32.59,3.39,"Experiences, Custom Gifts"
723,Tech,Medium,61393.22,38,55.88,4.94,Gift Cards
724,Tech,Small,15299.46,20,101.04,4.57,"Experiences, Custom Gifts"
725,Energy,Medium,105224.04,3,109.8,3.23,Physical Gifts
726,Manufacturing,Large,4700.84,33,89.17,4.39,"Custom Gifts, Gift Cards"
727,Retail,Small,11813.4,27,48.21,5.0,"Gift Cards, Experiences"
728,Hospitality,Large,28725.92,20,127.94,4.09,"Custom Gifts, Experiences, Gift Cards"
729,Healthcare,Enterprise,18879.11,15,37.61,4.04,"Gift Cards, Experiences"
730,Real Estate,Medium,152609.05,23,37.54,3.68,Physical Gifts
731,Insurance,Medium,19419.36,12,51.04,4.42,"Gift Cards, Physical Gifts"
732,Manufacturing,Medium,8722.15,2,86.52,4.22,"Experiences, Physical Gifts, Gift Cards"
733,Insurance,Medium,11905.37,2,43.45,3.75,"Custom Gifts, Physical Gifts"
734,Healthcare,Large,33117.7,25,19.71,4.87,Gift Cards
735,Energy,Small,37235.32,9,143.52,4.56,"Physical Gifts, Experiences"
736,Finance,Small,18420.23,27,39.54,4.17,Physical Gifts
737,Insurance,Small,66203.64,42,47.37,4.4,Experiences
738,Hospitality,Small,7468.77,8,32.4,4.56,Physical Gifts
739,Finance,Medium,4859.14,50,41.01,4.0,Gift Cards
740,Hospitality,Small,12351.15,31,27.53,4.11,Experiences
741,Finance,Enterprise,19106.61,19,84.54,3.39,"Custom Gifts, Gift Cards, Experiences"
742,Education,Small,11647.49,37,55.75,4.69,"Experiences, Gift Cards, Custom Gifts"
743,Tech,Enterprise,297214.34,30,36.94,4.31,Custom Gifts
744,Manufacturing,Small,49136.92,44,59.83,4.92,"Experiences, Custom Gifts, Physical Gifts"
745,Healthcare,Enterprise,41907.04,18,90.0,4.63,"Experiences, Gift Cards"
746,Insurance,Enterprise,101891.7,41,125.16,4.03,Physical Gifts
747,Energy,Enterprise,8879.19,12,43.64,3.19,"Experiences, Custom Gifts"
748,Finance,Enterprise,23337.54,43,146.58,3.79,"Physical Gifts, Gift Cards"
749,Hospitality,Small,7784.66,33,42.46,5.0,"Gift Cards, Custom Gifts, Experiences"
750,Education,Large,149741.06,23,28.22,4.13,Experiences
751,Tech,Medium,5661.88,34,99.17,3.67,Gift Cards
752,Manufacturing,Medium,36325.61,14,76.91,3.48,"Experiences, Gift Cards, Custom Gifts"
753,Education,Medium,128677.8,35,38.73,3.34,Gift Cards
754,Tech,Small,35397.22,43,66.51,4.3,"Gift Cards, Physical Gifts, Experiences"
755,Education,Small,45018.74,11,103.1,3.69,"Experiences, Custom Gifts"
756,Finance,Small,38953.91,33,63.41,4.66,"Physical Gifts, Gift Cards, Custom Gifts"
757,Manufacturing,Large,20241.08,1,30.57,3.4,"Experiences, Custom Gifts, Gift Cards"
758,Finance,Large,9929.72,33,76.79,4.53,Experiences
759,Education,Small,66623.22,10,37.97,3.92,Physical Gifts
760,Retail,Medium,6872.53,22,50.68,4.22,Gift Cards
761,Education,Enterprise,16193.09,22,40.8,4.41,"Custom Gifts, Physical Gifts"
762,Finance,Small,27460.61,45,37.89,4.12,"Custom Gifts, Physical Gifts, Experiences"
763,Tech,Medium,6425.98,47,107.14,4.61,Physical Gifts
764,Tech,Enterprise,3104.42,28,74.76,4.47,"Physical Gifts, Custom Gifts"
765,Energy,Enterprise,23038.79,3,49.6,4.34,"Custom Gifts, Experiences"
766,Hospitality,Small,21594.41,21,133.23,3.89,"Physical Gifts, Gift Cards, Custom Gifts"
767,Real Estate,Small,15670.79,41,76.15,4.87,Experiences
768,Healthcare,Large,21334.77,1,18.62,4.37,"Experiences, Custom Gifts, Physical Gifts"
769,Tech,Small,41545.72,27,100.11,4.4,Physical Gifts
770,Real Estate,Small,16995.58,45,60.26,4.74,Physical Gifts
771,Energy,Medium,44211.19,2,149.02,3.75,"Physical Gifts, Experiences"
772,Finance,Medium,53347.35,16,14.01,4.6,"Gift Cards, Custom Gifts"
773,Education,Enterprise,81681.2,31,16.22,4.61,"Custom Gifts, Experiences, Physical Gifts"
774,Real Estate,Medium,118989.93,29,35.77,4.91,"Gift Cards, Physical Gifts"
775,Real Estate,Enterprise,229193.57,13,62.15,4.0,"Gift Cards, Custom Gifts, Physical Gifts"
776,Healthcare,Small,28356.92,46,59.01,3.83,"Experiences, Custom Gifts, Gift Cards"
777,Finance,Large,9444.94,42,37.48,4.61,Custom Gifts
778,Real Estate,Large,13906.94,37,54.8,4.73,"Experiences, Physical Gifts, Custom Gifts"
779,Tech,Enterprise,35232.7,37,73.63,4.61,"Physical Gifts, Gift Cards, Experiences"
780,Education,Small,22967.07,17,85.05,3.87,"Physical Gifts, Custom Gifts"
781,Education,Enterprise,81911.84,27,57.15,4.27,"Physical Gifts, Gift Cards, Experiences"
782,Real Estate,Enterprise,32414.53,9,67.84,3.62,"Gift Cards, Custom Gifts"
783,Retail,Small,39559.46,38,29.75,5.0,Experiences
784,Finance,Small,11047.97,25,49.5,3.52,"Custom Gifts, Gift Cards, Experiences"
785,Education,Large,11191.46,30,120.89,4.41,"Custom Gifts, Experiences"
786,Manufacturing,Small,10285.45,35,30.05,4.54,Physical Gifts
787,Healthcare,Large,13923.35,46,33.83,4.83,"Experiences, Gift Cards"
788,Healthcare,Small,5212.79,30,125.45,3.86,Gift Cards
789,Tech,Small,3149.21,20,98.2,4.1,"Gift Cards, Custom Gifts"
790,Healthcare,Small,150338.47,2,132.3,4.22,"Physical Gifts, Custom Gifts, Gift Cards"
791,Healthcare,Enterprise,53600.69,32,88.99,4.94,Gift Cards
792,Energy,Enterprise,241560.68,22,29.85,3.64,"Physical Gifts, Custom Gifts"
793,Manufacturing,Medium,18379.42,34,46.94,4.22,"Experiences, Gift Cards, Physical Gifts"
794,Retail,Small,6530.6,33,114.72,4.69,"Experiences, Physical Gifts, Gift Cards"
795,Healthcare,Large,12744.19,18,105.11,4.96,Experiences
796,Hospitality,Medium,30711.26,48,93.24,4.17,"Custom Gifts, Physical Gifts"
797,Hospitality,Large,7603.85,37,43.02,4.09,"Experiences, Physical Gifts, Gift Cards"
798,Real Estate,Large,68082.64,21,34.12,5.0,Experiences
799,Hospitality,Large,106066.33,15,86.75,2.91,Physical Gifts
800,Education,Enterprise,39608.76,50,120.32,3.88,Experiences
801,Tech,Enterprise,8297.27,49,66.62,4.44,"Gift Cards, Physical Gifts"
802,Education,Small,17793.81,12,69.46,3.52,"Physical Gifts, Experiences"
803,Finance,Medium,8329.87,26,61.79,4.02,"Physical Gifts, Experiences"
804,Energy,Small,5906.1,20,59.33,3.64,"Gift Cards, Experiences, Physical Gifts"
805,Manufacturing,Small,37869.8,48,75.42,4.41,"Experiences, Physical Gifts"
806,Energy,Small,12055.12,10,52.85,4.29,Gift Cards
807,Energy,Large,66499.14,6,99.46,3.77,"Physical Gifts, Gift Cards, Custom Gifts"
808,Real Estate,Enterprise,92461.75,9,28.14,3.74,"Experiences, Custom Gifts, Gift Cards"
809,Insurance,Enterprise,52778.51,27,40.76,3.47,"Experiences, Physical Gifts, Gift Cards"
810,Education,Large,13768.98,5,31.28,3.56,"Gift Cards, Physical Gifts, Custom Gifts"
811,Tech,Small,29554.45,39,90.18,4.18,"Experiences, Physical Gifts"
812,Energy,Large,18698.53,13,23.04,4.14,"Gift Cards, Custom Gifts"
813,Tech,Small,52915.9,37,70.49,4.93,"Custom Gifts, Gift Cards"
814,Education,Small,15540.73,44,49.04,3.94,"Experiences, Gift Cards, Physical Gifts"
815,Real Estate,Medium,46967.81,43,59.57,4.78,"Physical Gifts, Custom Gifts, Experiences"
816,Energy,Enterprise,39173.83,21,60.85,3.76,Experiences
817,Healthcare,Enterprise,10373.45,8,70.85,4.0,"Experiences, Physical Gifts"
818,Tech,Small,18831.82,8,20.31,5.0,"Physical Gifts, Gift Cards"
819,Manufacturing,Small,30228.24,16,58.04,4.12,Gift Cards
820,Tech,Large,4578.82,8,88.3,4.57,"Physical Gifts, Custom Gifts, Gift Cards"
821,Tech,Small,5816.98,10,39.88,4.16,"Gift Cards, Physical Gifts, Custom Gifts"
822,Insurance,Medium,3952.93,22,93.82,4.49,Experiences
823,Hospitality,Small,45178.28,35,51.84,3.43,Physical Gifts
824,Hospitality,Enterprise,42668.21,2,106.61,3.87,"Custom Gifts, Experiences, Physical Gifts"
825,Insurance,Medium,254549.14,6,26.03,4.95,"Physical Gifts, Custom Gifts, Experiences"
826,Finance,Medium,2684.2,26,43.34,4.13,"Custom Gifts, Experiences, Gift Cards"
827,Insurance,Medium,1709.53,34,33.98,4.13,Custom Gifts
828,Manufacturing,Small,54291.58,42,91.89,4.94,"Custom Gifts, Experiences"
829,Insurance,Enterprise,51338.25,39,16.51,4.24,"Physical Gifts, Experiences, Custom Gifts"
830,Finance,Small,14556.87,44,62.46,4.34,"Experiences, Gift Cards"
831,Manufacturing,Small,55821.52,20,79.81,4.34,"Gift Cards, Physical Gifts, Experiences"
832,Manufacturing,Medium,17514.24,34,39.21,5.0,"Physical Gifts, Gift Cards"
833,Tech,Large,7267.16,45,89.69,4.76,Physical Gifts
834,Education,Medium,15201.07,20,91.08,4.31,"Gift Cards, Experiences, Physical Gifts"
835,Finance,Enterprise,49927.83,24,56.66,2.47,"Experiences, Gift Cards"
836,Real Estate,Medium,21147.23,28,42.01,3.74,Experiences
837,Retail,Medium,180996.4,47,41.24,5.0,Physical Gifts
838,Real Estate,Large,36280.46,45,29.46,5.0,"Custom Gifts, Gift Cards"
839,Hospitality,Small,11236.11,8,81.23,3.59,"Gift Cards, Experiences, Custom Gifts"
840,Tech,Medium,77124.08,30,54.4,4.26,"Physical Gifts, Gift Cards"
841,Real Estate,Large,12377.83,13,50.92,4.29,"Physical Gifts, Experiences, Gift Cards"
842,Healthcare,Large,8194.07,46,79.61,5.0,"Gift Cards, Experiences"
843,Insurance,Enterprise,27369.45,17,67.44,3.65,"Experiences, Custom Gifts"
844,Finance,Small,69463.76,8,99.16,3.62,"Custom Gifts, Experiences"
845,Insurance,Enterprise,17882.26,1,27.89,4.09,"Custom Gifts, Gift Cards, Physical Gifts"
846,Energy,Enterprise,126959.89,16,49.31,4.49,"Physical Gifts, Gift Cards"
847,Real Estate,Medium,34320.14,3,65.24,3.79,"Gift Cards, Physical Gifts"
848,Education,Small,83620.26,37,37.36,4.54,"Experiences, Gift Cards"
849,Healthcare,Small,10233.31,15,46.73,4.66,Physical Gifts
850,Energy,Large,9926.18,31,43.01,4.12,Custom Gifts
851,Insurance,Enterprise,41217.36,34,98.12,4.34,Custom Gifts
852,Finance,Large,12560.62,34,41.62,4.51,"Custom Gifts, Experiences, Physical Gifts"
853,Hospitality,Large,51348.32,15,66.92,4.21,"Gift Cards, Experiences, Physical Gifts"
854,Finance,Large,63350.04,15,75.84,3.11,"Gift Cards, Physical Gifts"
855,Real Estate,Large,72315.75,24,164.2,4.81,"Custom Gifts, Physical Gifts"
856,Education,Large,52445.32,25,84.68,4.11,Gift Cards
857,Finance,Small,38035.22,8,38.83,4.15,Custom Gifts
858,Energy,Small,13819.5,22,100.09,4.3,"Physical Gifts, Experiences, Gift Cards"
859,Tech,Medium,65774.65,31,172.84,3.75,Physical Gifts
860,Healthcare,Small,89108.51,6,45.53,3.67,Gift Cards
861,Energy,Enterprise,127242.42,24,98.74,4.66,"Custom Gifts, Physical Gifts, Experiences"
862,Education,Medium,6083.25,12,39.16,4.43,Experiences
863,Tech,Medium,45333.86,39,134.12,4.36,Physical Gifts
864,Education,Large,15259.08,21,47.02,4.03,Gift Cards
865,Tech,Large,36321.51,5,31.25,4.71,"Experiences, Gift Cards"
866,Tech,Large,34392.57,12,39.77,3.17,"Custom Gifts, Experiences"
867,Manufacturing,Medium,254831.93,16,19.02,3.88,"Experiences, Custom Gifts, Gift Cards"
868,Hospitality,Large,16990.36,49,66.76,4.9,Experiences
869,Manufacturing,Small,49346.57,8,100.05,4.34,"Gift Cards, Custom Gifts"
870,Real Estate,Enterprise,26864.78,21,48.51,3.99,"Gift Cards, Physical Gifts, Custom Gifts"
871,Real Estate,Medium,72941.55,21,73.97,2.7,Custom Gifts
872,Finance,Medium,29364.5,18,129.33,3.59,"Experiences, Physical Gifts"
873,Energy,Enterprise,42491.47,5,58.99,4.09,"Custom Gifts, Gift Cards"
874,Real Estate,Enterprise,12089.06,30,19.62,4.92,"Gift Cards, Custom Gifts, Experiences"
875,Energy,Small,42454.66,39,102.34,5.0,"Experiences, Physical Gifts, Custom Gifts"
876,Hospitality,Large,86413.13,43,48.93,3.98,"Physical Gifts, Custom Gifts"
877,Finance,Large,31963.63,15,52.95,3.46,"Experiences, Gift Cards, Custom Gifts"
878,Insurance,Large,12491.74,10,53.35,3.79,Physical Gifts
879,Finance,Enterprise,4515.37,13,37.67,3.46,Experiences
880,Tech,Large,117313.62,13,58.08,4.08,"Physical Gifts, Custom Gifts"
881,Tech,Enterprise,95352.11,34,105.48,5.0,"Experiences, Physical Gifts"
882,Education,Medium,25470.6,6,89.97,3.8,"Custom Gifts, Experiences"
883,Energy,Large,8664.06,20,60.58,3.36,Experiences
884,Hospitality,Enterprise,47581.24,37,39.34,4.17,Physical Gifts
885,Education,Small,12729.06,18,53.49,4.16,Experiences
886,Manufacturing,Small,7528.68,17,56.1,4.01,Physical Gifts
887,Tech,Large,24706.59,29,65.41,5.0,"Gift Cards, Custom Gifts"
888,Insurance,Small,23978.28,12,97.04,3.59,"Gift Cards, Physical Gifts"
889,Healthcare,Medium,10331.74,7,33.39,4.29,Custom Gifts
890,Real Estate,Large,63576.68,22,67.86,3.75,Physical Gifts
891,Finance,Large,61858.02,26,37.48,5.0,"Experiences, Gift Cards"
892,Tech,Medium,49059.57,14,34.3,3.14,"Experiences, Physical Gifts"
893,Real Estate,Large,11077.94,19,31.05,4.62,Experiences
894,Finance,Small,14979.43,1,60.93,4.46,"Gift Cards, Physical Gifts"
895,Tech,Medium,9814.49,48,137.06,4.64,"Physical Gifts, Gift Cards"
896,Tech,Small,9523.46,2,49.32,4.16,Experiences
897,Tech,Enterprise,13906.98,25,76.16,4.17,Physical Gifts
898,Retail,Large,31165.44,32,15.74,4.09,Experiences
899,Finance,Large,36517.13,10,53.76,4.76,"Custom Gifts, Physical Gifts"
900,Real Estate,Large,62649.47,32,64.96,5.0,"Custom Gifts, Physical Gifts"
901,Education,Small,8606.17,25,88.56,4.29,"Custom Gifts, Experiences, Gift Cards"
902,Hospitality,Small,82832.89,2,53.94,4.63,"Physical Gifts, Gift Cards, Custom Gifts"
903,Tech,Enterprise,40021.78,40,151.8,4.5,"Custom Gifts, Physical Gifts, Gift Cards"
904,Manufacturing,Small,90581.28,10,51.31,4.29,Custom Gifts
905,Hospitality,Large,147315.08,13,126.69,4.2,"Experiences, Physical Gifts, Gift Cards"
906,Finance,Large,45834.18,22,91.55,5.0,"Physical Gifts, Custom Gifts"
907,Manufacturing,Small,16659.69,4,46.05,3.72,"Physical Gifts, Custom Gifts"
908,Hospitality,Enterprise,105493.97,40,84.69,4.46,"Gift Cards, Experiences"
909,Insurance,Small,20446.3,47,91.16,4.7,Gift Cards
910,Healthcare,Small,16494.7,17,94.08,4.88,"Custom Gifts, Experiences, Gift Cards"
911,Finance,Large,22735.41,49,76.97,4.11,Gift Cards
912,Retail,Large,47974.62,51,39.16,3.84,"Gift Cards, Custom Gifts, Physical Gifts"
913,Insurance,Large,39063.71,49,46.3,3.6,"Physical Gifts, Custom Gifts"
914,Finance,Medium,42300.59,21,60.2,4.23,Physical Gifts
915,Tech,Enterprise,7702.74,21,39.14,3.68,"Physical Gifts, Experiences, Gift Cards"
916,Finance,Medium,2670.55,4,61.71,3.26,"Gift Cards, Physical Gifts, Custom Gifts"
917,Real Estate,Large,55298.32,1,141.85,2.72,"Physical Gifts, Custom Gifts, Gift Cards"
918,Education,Large,73437.01,20,10.89,3.55,"Custom Gifts, Experiences, Physical Gifts"
919,Insurance,Small,28766.94,51,62.16,4.71,"Gift Cards, Custom Gifts, Physical Gifts"
920,Retail,Large,81132.11,43,69.49,4.06,Gift Cards
921,Healthcare,Enterprise,9198.91,29,28.28,5.0,"Gift Cards, Custom Gifts, Experiences"
922,Energy,Enterprise,74041.72,29,93.22,4.79,"Physical Gifts, Gift Cards, Experiences"
923,Insurance,Large,4500.32,42,37.25,5.0,"Physical Gifts, Gift Cards, Custom Gifts"
924,Manufacturing,Small,13377.88,10,97.64,4.75,"Physical Gifts, Gift Cards"
925,Insurance,Large,6216.62,45,57.92,4.37,Custom Gifts
926,Healthcare,Medium,25283.65,45,34.9,4.73,"Custom Gifts, Experiences, Gift Cards"
927,Real Estate,Enterprise,28299.63,34,52.28,4.52,Custom Gifts
928,Healthcare,Enterprise,25251.48,34,55.69,4.41,"Custom Gifts, Experiences"
929,Retail,Enterprise,24083.31,37,89.06,4.87,Experiences
930,Manufacturing,Small,8180.84,22,45.07,3.29,"Experiences, Custom Gifts, Physical Gifts"
931,Education,Small,23531.33,31,132.43,4.66,"Gift Cards, Custom Gifts, Physical Gifts"
932,Energy,Enterprise,20672.14,30,120.83,4.02,"Gift Cards, Custom Gifts, Physical Gifts"
933,Manufacturing,Enterprise,1238332.22,11,20.55,3.75,"Gift Cards, Custom Gifts"
934,Manufacturing,Large,9946.51,43,59.7,5.0,"Experiences, Custom Gifts"
935,Education,Enterprise,11751.62,15,56.39,2.88,Physical Gifts
936,Finance,Small,46993.57,32,71.79,3.95,"Custom Gifts, Gift Cards, Experiences"
937,Tech,Medium,19332.15,33,46.97,4.58,"Gift Cards, Experiences"
938,Real Estate,Large,35622.01,21,34.03,4.12,"Experiences, Custom Gifts"
939,Finance,Large,54041.84,29,97.18,5.0,"Physical Gifts, Experiences, Custom Gifts"
940,Retail,Large,8776.77,43,49.06,4.41,Experiences
941,Retail,Enterprise,21109.28,47,148.77,4.24,"Gift Cards, Custom Gifts, Experiences"
942,Education,Small,4698.76,34,39.01,4.56,"Experiences, Gift Cards, Physical Gifts"
943,Retail,Small,26017.19,41,68.21,4.0,Experiences
944,Insurance,Medium,62570.92,38,59.83,3.91,"Experiences, Custom Gifts"
945,Finance,Enterprise,166553.48,2,66.17,4.23,"Experiences, Custom Gifts, Gift Cards"
946,Finance,Enterprise,8815.63,45,54.73,3.97,"Gift Cards, Experiences"
947,Real Estate,Medium,14917.02,1,58.39,4.59,Gift Cards
948,Tech,Large,10666.76,4,111.84,4.0,"Experiences, Gift Cards, Custom Gifts"
949,Insurance,Medium,20809.24,50,40.06,4.65,"Experiences, Physical Gifts"
950,Retail,Large,12789.33,37,38.45,4.66,"Custom Gifts, Experiences, Gift Cards"
951,Retail,Large,1856.36,27,68.15,4.09,"Custom Gifts, Physical Gifts, Experiences"
952,Finance,Medium,9798.63,34,38.68,4.58,"Gift Cards, Physical Gifts"
953,Finance,Medium,92947.88,39,83.72,5.0,Experiences
954,Retail,Enterprise,22713.05,25,69.49,3.98,Experiences
955,Tech,Enterprise,149664.28,20,145.81,4.33,"Experiences, Physical Gifts, Custom Gifts"
956,Energy,Medium,22213.88,6,36.63,4.4,"Experiences, Custom Gifts, Physical Gifts"
957,Tech,Enterprise,35363.74,2,61.97,3.97,Physical Gifts
958,Healthcare,Enterprise,150939.91,10,81.3,3.57,Custom Gifts
959,Energy,Large,28607.68,36,45.49,4.37,"Physical Gifts, Custom Gifts, Gift Cards"
960,Retail,Small,24421.1,41,43.72,4.59,"Custom Gifts, Experiences"
961,Education,Large,32828.84,15,77.31,3.83,"Physical Gifts, Custom Gifts"
962,Insurance,Enterprise,63897.52,10,50.37,3.78,"Custom Gifts, Experiences"
963,Retail,Small,10143.53,6,56.86,4.02,"Gift Cards, Experiences, Physical Gifts"
964,Insurance,Enterprise,33422.46,37,22.13,4.45,"Gift Cards, Custom Gifts, Experiences"
965,Manufacturing,Large,6171.23,36,75.2,4.54,"Gift Cards, Experiences"
966,Energy,Enterprise,61944.93,6,25.91,3.75,"Gift Cards, Physical Gifts, Custom Gifts"
967,Energy,Medium,11374.85,36,31.07,4.37,"Gift Cards, Experiences, Custom Gifts"
968,Insurance,Large,36940.24,43,100.66,4.92,"Gift Cards, Physical Gifts, Custom Gifts"
969,Finance,Medium,27815.9,40,21.85,5.0,Experiences
970,Insurance,Medium,19922.08,27,82.34,5.0,Gift Cards
971,Real Estate,Enterprise,15861.4,22,93.67,2.76,"Physical Gifts, Gift Cards, Custom Gifts"
972,Manufacturing,Enterprise,32638.83,14,73.68,4.05,Experiences
973,Real Estate,Large,27001.7,45,64.68,4.44,"Gift Cards, Physical Gifts, Experiences"
974,Manufacturing,Small,57548.06,45,86.0,4.95,"Experiences, Gift Cards, Physical Gifts"
975,Retail,Small,24517.15,4,77.83,3.86,Gift Cards
976,Education,Small,5352.05,7,23.29,4.45,"Gift Cards, Custom Gifts"
977,Finance,Small,2723.92,22,57.38,2.82,"Experiences, Gift Cards, Custom Gifts"
978,Hospitality,Medium,83621.55,16,53.63,4.9,"Physical Gifts, Experiences, Custom Gifts"
979,Healthcare,Medium,11054.18,41,51.57,5.0,"Experiences, Custom Gifts"
980,Real Estate,Medium,21300.88,43,33.55,5.0,Gift Cards
981,Insurance,Small,26459.83,5,24.07,3.94,"Experiences, Gift Cards, Custom Gifts"
982,Finance,Large,14113.45,41,75.53,4.13,"Experiences, Custom Gifts"
983,Finance,Enterprise,61082.93,14,59.42,4.32,"Experiences, Physical Gifts, Gift Cards"
984,Energy,Enterprise,63055.38,27,33.27,4.29,"Gift Cards, Physical Gifts"
985,Insurance,Medium,33523.95,41,64.1,4.5,Gift Cards
986,Tech,Small,128349.9,19,53.13,4.97,Custom Gifts
987,Manufacturing,Enterprise,184213.6,46,40.59,4.9,Gift Cards
988,Energy,Large,47674.74,5,43.33,4.95,"Experiences, Gift Cards, Physical Gifts"
989,Hospitality,Medium,48116.62,22,60.19,3.71,"Gift Cards, Custom Gifts"
990,Healthcare,Enterprise,10920.36,37,52.24,4.6,Experiences
991,Manufacturing,Medium,32635.09,37,82.85,4.39,"Gift Cards, Physical Gifts"
992,Insurance,Small,16378.98,5,32.21,3.72,"Experiences, Custom Gifts"
993,Healthcare,Small,13333.58,24,62.39,3.87,"Experiences, Custom Gifts"
994,Insurance,Medium,16428.83,15,36.78,4.19,"Custom Gifts, Experiences, Physical Gifts"
995,Hospitality,Small,4284.17,15,44.42,4.46,"Custom Gifts, Gift Cards"
996,Healthcare,Small,21824.87,9,45.37,3.82,Custom Gifts
997,Manufacturing,Medium,11230.35,50,69.87,4.89,"Physical Gifts, Experiences"
998,Finance,Large,3776.97,10,57.41,3.49,Custom Gifts
999,Healthcare,Medium,35548.43,15,58.96,4.71,"Custom Gifts, Experiences, Gift Cards"
1000,Finance,Small,4578.38,14,27.57,4.37,Custom Gifts
